Season,Outcome,T1_ID,T2_ID,T1_Team_GP,T1_Team_PTS,T1_Team_FGM,T1_Team_FGA,T1_Team_ThreePM,T1_Team_ThreePA,T1_Team_FTM,T1_Team_FTA,T1_Team_OR,T1_Team_DR,T1_Team_REB,T1_Team_AST,T1_Team_STL,T1_Team_BLK,T1_Team_TO,T1_Team_PF,T1_Team_FG_percent,T1_Team_ThreeP_percent,T1_Team_FT_percent,T1_Team_BPI,T1_Team_DEF_I,T1_Team_OFF_I,T1_Team_CONF,T1_Team_QUAL_WINS,T1_Team_SOR_RK,T1_Team_SOS_RK,T1_Team_QUAL_LOSS,T1_Team_Wins,T1_Team_Losses,T2_Team_GP,T2_Team_PTS,T2_Team_FGM,T2_Team_FGA,T2_Team_ThreePM,T2_Team_ThreePA,T2_Team_FTM,T2_Team_FTA,T2_Team_OR,T2_Team_DR,T2_Team_REB,T2_Team_AST,T2_Team_STL,T2_Team_BLK,T2_Team_TO,T2_Team_PF,T2_Team_FG_percent,T2_Team_ThreeP_percent,T2_Team_FT_percent,T2_Team_BPI,T2_Team_DEF_I,T2_Team_OFF_I,T2_Team_CONF,T2_Team_QUAL_WINS,T2_Team_SOR_RK,T2_Team_SOS_RK,T2_Team_QUAL_LOSS,T2_Team_Wins,T2_Team_Losses
2015,0.0,1458,1246,39.0,72.8,24.1,69.1,4.8,35.9,12.2,25.8,7.5,21.2,30.8,12.1,4.7,1.7,15.0,14.2,40.0,31.7,64.7,21.7,11.3,10.4,30,16.0,2.0,10.0,2.0,36.0,3.0,39.0,74.4,25.8,55.1,5.2,14.9,17.6,24.2,12.6,25.4,38.0,14.2,6.5,6.9,10.5,17.1,46.8,34.9,72.6,23.9,13.6,10.3,27,16.0,1.0,40.0,1.0,38.0,1.0
2008,0.0,1272,1277,40.0,79.9,28.6,61.4,7.6,21.6,15.2,24.8,14.1,26.4,40.5,15.9,8.4,6.1,11.8,17.2,46.6,34.9,61.4,19.3,8.0,11.3,41,10.0,3.0,76.0,2.0,38.0,2.0,40.0,76.2,24.6,73.3,5.1,36.0,11.4,29.3,9.2,21.0,33.5,10.8,4.1,1.5,18.1,15.0,40.5,31.4,61.4,13.6,7.8,5.8,30,7.0,15.0,33.0,7.0,27.0,9.0
2015,0.0,1437,1248,36.0,76.5,25.4,54.2,9.1,23.3,16.6,22.6,10.3,24.0,34.3,15.8,7.7,4.1,10.6,16.5,47.0,38.9,73.1,19.3,8.5,10.8,29,14.0,6.0,55.0,2.0,33.0,3.0,33.0,73.5,26.4,54.5,7.9,19.4,12.8,16.6,8.5,22.3,30.8,15.6,5.5,2.5,11.1,15.6,48.5,40.8,76.7,8.1,-4.4,-2.3,28,0.0,50.0,251.0,13.0,18.0,14.0
2018,0.0,1211,1422,37.0,83.5,30.4,61.1,8.9,24.1,13.9,19.6,11.2,28.7,39.9,15.2,6.3,3.6,11.4,17.1,49.8,36.8,70.8,15.4,5.9,9.4,35,5.0,15.0,90.0,4.0,32.0,5.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2016,0.0,1195,1192,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2014,0.0,1163,1437,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,12.7,8.5,4.3,43,12.0,8.0,27.0,6.0,31.0,8.0,34.0,78.0,25.6,56.1,8.9,25.1,17.9,24.9,11.1,26.0,37.1,15.4,6.9,4.1,11.9,19.7,45.6,35.6,71.6,16.2,7.5,8.7,29,10.0,4.0,39.0,4.0,29.0,5.0
2014,0.0,1277,1217,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,15.4,6.9,8.5,30,9.0,12.0,5.0,7.0,29.0,9.0,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,11.8,7.2,4.6,45,1.0,34.0,147.0,2.0,27.0,5.0
2011,0.0,1287,1257,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,35.0,74.9,27.1,59.9,8.8,24.4,11.9,17.9,12.4,23.9,36.3,17.4,9.3,5.0,13.1,19.1,45.3,36.2,66.3,13.9,5.9,8.0,29,10.0,17.0,25.0,7.0,25.0,10.0
2016,0.0,1314,1393,40.0,82.8,30.9,64.0,5.6,17.1,15.4,20.7,14.2,26.4,40.6,17.8,6.7,4.4,10.8,18.0,48.2,32.7,74.7,18.7,4.8,13.8,36,14.0,2.0,11.0,5.0,33.0,6.0,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,11.0,9.5,1.5,36,8.0,30.0,12.0,12.0,23.0,14.0
2016,0.0,1323,1458,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,11.0,4.4,6.6,36,9.0,19.0,6.0,9.0,24.0,12.0,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,9.8,10.3,-0.6,30,9.0,32.0,18.0,7.0,22.0,13.0
2021,0.0,1211,1328,32.0,91.0,33.7,61.4,7.5,20.4,16.0,21.9,9.3,27.8,37.2,18.8,7.9,2.8,12.0,16.3,54.9,36.8,73.1,21.3,6.3,15.0,35,11.0,2.0,72.0,1.0,31.0,1.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,11.0,4.6,6.4,32,6.0,42.0,36.0,9.0,16.0,11.0
2013,0.0,1211,1380,35.0,77.0,27.5,55.3,6.5,17.4,15.7,22.2,11.7,25.7,37.4,15.1,7.9,2.7,11.2,15.7,49.7,37.1,70.5,16.4,5.6,10.7,35,8.0,5.0,97.0,2.0,32.0,3.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2019,0.0,1438,1403,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,23.2,11.0,12.2,36,18.0,1.0,11.0,3.0,35.0,3.0,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,18.8,12.6,6.2,32,15.0,5.0,22.0,6.0,31.0,7.0
2008,0.0,1272,1400,40.0,79.9,28.6,61.4,7.6,21.6,15.2,24.8,14.1,26.4,40.5,15.9,8.4,6.1,11.8,17.2,46.6,34.9,61.4,19.3,8.0,11.3,41,10.0,3.0,76.0,2.0,38.0,2.0,40.0,76.2,24.6,73.3,5.1,36.0,11.4,29.3,9.2,21.0,33.5,10.8,4.1,1.5,18.1,15.0,40.5,31.4,61.4,13.7,4.3,9.4,32,11.0,7.0,25.0,6.0,31.0,7.0
2011,0.0,1163,1137,38.0,74.1,24.3,67.2,4.6,31.5,11.9,30.3,9.3,21.9,31.8,11.2,4.2,1.8,16.9,14.0,42.2,31.5,62.2,11.8,5.0,6.8,29,18.0,3.0,1.0,8.0,32.0,9.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2014,0.0,1196,1338,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,19.2,14.0,5.2,27,13.0,1.0,16.0,3.0,36.0,3.0,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,15.4,8.3,7.1,36,5.0,22.0,45.0,9.0,26.0,10.0
2017,0.0,1462,1268,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,10.4,3.6,6.8,29,6.0,31.0,13.0,11.0,24.0,14.0,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,9.0,0.7,2.0,30,7.0,34.0,58.0,5.0,24.0,9.0
2014,0.0,1196,1417,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,19.2,14.0,5.2,27,13.0,1.0,16.0,3.0,36.0,3.0,37.0,81.2,29.0,59.4,6.2,16.3,17.0,22.7,9.9,25.4,35.4,17.2,9.2,3.0,10.2,17.6,48.9,38.0,74.9,13.8,1.8,12.0,38,5.0,19.0,58.0,5.0,28.0,9.0
2012,0.0,1326,1211,38.0,75.0,27.2,56.7,5.1,15.2,15.5,21.9,11.8,25.0,36.8,14.8,7.3,3.2,11.8,16.1,47.9,33.7,71.0,20.3,9.5,10.8,30,13.0,4.0,2.0,7.0,31.0,8.0,33.0,73.8,24.9,52.7,6.5,17.2,17.4,24.3,10.9,26.0,36.8,13.8,6.8,3.2,13.1,15.6,47.3,37.9,71.6,11.2,4.4,6.8,35,5.0,22.0,83.0,5.0,26.0,7.0
2016,0.0,1323,1372,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,11.0,4.4,6.6,36,9.0,19.0,6.0,9.0,24.0,12.0,34.0,80.2,28.6,59.8,7.9,21.8,15.1,20.6,11.9,23.1,35.0,18.7,9.1,3.6,12.1,20.6,47.8,36.3,73.5,9.5,6.5,3.1,28,1.0,50.0,164.0,12.0,19.0,15.0
2012,0.0,1257,1307,39.0,73.4,24.9,66.4,4.4,26.9,11.6,29.4,8.7,20.3,29.0,11.6,4.8,1.7,16.1,14.3,42.3,31.9,62.4,12.2,8.9,3.4,29,13.0,9.0,5.0,7.0,30.0,10.0,39.0,73.4,24.9,66.4,4.4,26.9,11.6,29.4,8.7,20.3,29.0,11.6,4.8,1.7,16.1,14.3,42.3,31.9,62.4,13.5,7.1,6.4,40,4.0,34.0,121.0,2.0,28.0,7.0
2015,0.0,1246,1153,39.0,74.4,25.8,55.1,5.2,14.9,17.6,24.2,12.6,25.4,38.0,14.2,6.5,6.9,10.5,17.1,46.8,34.9,72.6,23.9,13.6,10.3,27,16.0,1.0,40.0,1.0,38.0,1.0,39.0,72.8,24.1,69.1,4.8,35.9,12.2,25.8,7.5,21.2,30.8,12.1,4.7,1.7,15.0,14.2,40.0,31.7,64.7,8.7,11.0,-2.3,43,4.0,46.0,80.0,4.0,23.0,11.0
2016,0.0,1242,1163,38.0,81.3,28.7,58.1,8.0,19.2,15.8,22.2,10.6,27.4,38.0,15.9,6.7,4.2,12.6,18.9,49.5,41.8,71.3,18.5,6.6,11.8,32,14.0,1.0,10.0,4.0,33.0,5.0,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,13.5,9.1,4.4,43,4.0,29.0,51.0,7.0,25.0,11.0
2014,0.0,1235,1300,36.0,83.0,29.5,62.2,8.4,23.3,15.7,22.6,10.4,28.1,38.5,18.4,5.9,2.9,10.6,17.3,47.4,35.8,69.3,12.9,0.0,12.8,32,9.0,11.0,7.0,5.0,28.0,8.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2012,0.0,1325,1378,39.0,73.4,24.9,66.4,4.4,26.9,11.6,29.4,8.7,20.3,29.0,11.6,4.8,1.7,16.1,14.3,42.3,31.9,62.4,7.9,-3.5,-3.1,47,1.0,39.0,132.0,2.0,29.0,8.0,39.0,73.4,24.9,66.4,4.4,26.9,11.6,29.4,8.7,20.3,29.0,11.6,4.8,1.7,16.1,14.3,42.3,31.9,62.4,7.9,-3.5,-3.1,29,6.0,48.0,37.0,7.0,22.0,14.0
2018,0.0,1181,1348,37.0,84.4,30.4,61.8,8.4,22.5,15.2,21.4,13.4,27.7,41.1,17.5,7.4,5.0,12.4,15.5,49.2,37.2,71.0,19.8,7.5,12.4,36,14.0,6.0,8.0,6.0,29.0,8.0,40.0,79.5,26.5,73.4,5.6,40.8,11.6,26.4,6.7,22.2,31.6,11.9,4.1,2.0,15.8,15.2,40.0,30.0,60.8,10.5,5.9,4.7,31,3.0,30.0,77.0,5.0,26.0,8.0
2015,0.0,1323,1139,38.0,78.0,27.6,54.2,7.9,20.4,14.8,19.9,8.2,24.2,32.4,15.2,6.7,3.6,9.4,14.2,50.9,39.0,74.2,15.8,2.8,13.0,36,12.0,5.0,20.0,5.0,32.0,6.0,39.0,72.8,24.1,69.1,4.8,35.9,12.2,25.8,7.5,21.2,30.8,12.1,4.7,1.7,15.0,14.2,40.0,31.7,64.7,12.8,9.3,3.5,29,7.0,23.0,25.0,10.0,23.0,11.0
2019,0.0,1403,1277,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,18.8,12.6,6.2,32,15.0,5.0,22.0,6.0,31.0,7.0,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,19.8,9.1,10.7,30,19.0,3.0,1.0,6.0,32.0,7.0
2009,0.0,1329,1397,35.0,80.9,27.1,58.8,9.3,24.3,17.3,23.2,9.9,25.1,34.9,12.7,7.6,2.3,12.3,21.3,46.0,38.4,74.8,11.1,-1.2,12.3,32,5.0,24.0,13.0,11.0,23.0,12.0,34.0,78.4,28.1,61.9,6.7,21.4,15.4,22.7,14.3,24.4,38.7,16.3,6.6,3.6,13.3,18.9,45.5,31.5,67.6,12.6,1.5,11.1,27,4.0,37.0,17.0,9.0,21.0,13.0
2021,0.0,1333,1397,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,8.8,1.4,1.6,38,8.0,43.0,46.0,8.0,20.0,13.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,13.3,8.3,5.0,27,6.0,33.0,57.0,6.0,18.0,9.0
2010,0.0,1124,1388,36.0,77.0,27.6,56.7,7.1,18.4,14.7,20.3,12.3,26.8,39.1,14.1,6.6,6.7,13.6,17.7,48.7,38.5,72.5,15.4,6.0,9.5,32,8.0,9.0,17.0,6.0,28.0,8.0,34.0,78.5,27.8,57.4,8.4,20.6,14.6,19.2,10.9,25.7,36.6,16.0,4.9,5.2,11.6,16.4,48.4,40.6,76.1,9.6,0.5,-2.7,35,3.0,31.0,115.0,2.0,28.0,6.0
2021,0.0,1222,1393,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,18.3,8.4,9.9,43,5.0,8.0,99.0,1.0,28.0,4.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,10.9,4.2,6.8,36,8.0,32.0,41.0,8.0,18.0,10.0
2014,0.0,1393,1444,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,14.3,12.6,1.7,36,10.0,9.0,47.0,3.0,28.0,6.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2021,0.0,1393,1452,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,10.9,4.2,6.8,36,8.0,32.0,41.0,8.0,18.0,10.0,29.0,77.3,26.5,61.8,7.4,20.4,16.9,23.4,13.6,24.2,37.8,14.0,7.6,2.8,12.0,16.3,42.9,36.4,71.9,12.0,3.9,8.1,32,5.0,23.0,26.0,10.0,19.0,10.0
2010,0.0,1452,1288,39.0,75.0,25.1,73.1,4.7,35.4,9.5,29.7,8.9,20.7,31.7,12.1,4.9,1.9,17.9,13.9,41.7,32.1,60.9,16.5,8.7,7.8,29,12.0,4.0,1.0,6.0,31.0,7.0,37.0,76.0,25.9,60.5,5.5,16.7,18.6,26.6,15.4,24.9,40.2,12.5,6.6,4.1,13.5,21.1,42.9,33.2,70.0,9.6,0.5,-2.7,28,0.0,50.0,254.0,10.0,20.0,13.0
2009,0.0,1268,1143,39.0,75.5,25.1,71.2,4.1,38.3,12.0,27.7,9.2,21.1,32.9,11.0,5.2,1.6,17.5,13.1,41.5,30.9,63.9,9.3,3.5,5.7,36,5.0,33.0,2.0,12.0,21.0,14.0,39.0,75.5,25.1,71.2,4.1,38.3,12.0,27.7,9.2,21.1,32.9,11.0,5.2,1.6,17.5,13.1,41.5,30.9,63.9,9.3,0.4,8.9,38,4.0,34.0,45.0,8.0,22.0,11.0
2018,0.0,1199,1462,35.0,80.2,28.4,60.7,7.8,22.3,15.5,22.5,11.4,26.4,37.8,14.9,6.9,5.3,13.0,18.6,46.8,35.0,69.1,11.5,5.3,6.2,36,10.0,21.0,20.0,9.0,23.0,12.0,35.0,84.4,28.9,58.7,7.8,21.0,18.8,24.1,9.8,28.5,38.3,16.5,5.9,3.1,12.6,17.2,49.2,37.2,77.9,14.7,4.2,10.5,29,10.0,5.0,40.0,4.0,29.0,6.0
2010,0.0,1140,1196,36.0,83.1,28.5,58.9,8.1,19.4,18.1,22.9,10.2,26.8,37.0,15.8,8.5,3.5,11.6,17.3,48.3,41.7,79.0,14.4,1.8,12.6,40,3.0,24.0,103.0,6.0,30.0,6.0,39.0,75.0,25.1,73.1,4.7,35.4,9.5,29.7,8.9,20.7,31.7,12.1,4.9,1.9,17.9,13.9,41.7,32.1,60.9,10.8,4.9,5.9,27,5.0,45.0,33.0,10.0,21.0,13.0
2008,0.0,1314,1116,39.0,88.6,32.1,65.7,5.5,14.9,18.9,25.0,15.5,27.9,43.5,16.8,8.2,4.5,14.4,16.9,48.8,37.2,75.7,20.2,1.0,19.2,36,13.0,1.0,9.0,3.0,36.0,3.0,40.0,76.2,24.6,73.3,5.1,36.0,11.4,29.3,9.2,21.0,33.5,10.8,4.1,1.5,18.1,15.0,40.5,31.4,61.4,9.7,4.1,5.5,27,9.0,36.0,54.0,5.0,23.0,12.0
2018,0.0,1155,1308,40.0,79.5,26.5,73.4,5.6,40.8,11.6,26.4,6.7,22.2,31.6,11.9,4.1,2.0,15.8,15.2,40.0,30.0,60.8,14.0,7.9,6.0,36,9.0,13.0,14.0,9.0,25.0,10.0,40.0,79.5,26.5,73.4,5.6,40.8,11.6,26.4,6.7,22.2,31.6,11.9,4.1,2.0,15.8,15.2,40.0,30.0,60.8,9.0,-0.2,1.2,46,2.0,49.0,173.0,2.0,28.0,6.0
2009,0.0,1272,1169,39.0,75.5,25.1,71.2,4.1,38.3,12.0,27.7,9.2,21.1,32.9,11.0,5.2,1.6,17.5,13.1,41.5,30.9,63.9,18.5,10.3,8.1,41,8.0,8.0,68.0,4.0,33.0,4.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2017,0.0,1452,1323,37.0,81.5,28.6,63.1,7.4,20.5,16.8,24.5,14.4,23.0,37.4,16.4,10.0,4.8,12.3,20.4,45.4,36.2,68.5,17.6,9.4,8.2,32,12.0,12.0,25.0,7.0,28.0,9.0,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,13.9,4.1,9.8,36,9.0,14.0,14.0,9.0,26.0,10.0
2021,0.0,1458,1314,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,13.2,7.2,6.0,30,7.0,24.0,4.0,12.0,18.0,13.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,11.7,6.6,5.1,36,6.0,28.0,21.0,10.0,18.0,11.0
2021,0.0,1101,1400,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,12.4,5.7,6.7,32,9.0,13.0,23.0,7.0,19.0,8.0
2015,0.0,1257,1414,39.0,72.8,24.1,69.1,4.8,35.9,12.2,25.8,7.5,21.2,30.8,12.1,4.7,1.7,15.0,14.2,40.0,31.7,64.7,14.8,9.8,5.1,36,9.0,11.0,5.0,9.0,27.0,9.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2014,0.0,1332,1140,34.0,81.9,27.3,58.1,7.6,19.6,19.6,25.4,10.5,23.6,34.1,14.5,7.7,3.3,11.4,21.3,46.9,38.9,77.2,11.4,-0.2,11.7,38,5.0,30.0,62.0,5.0,24.0,10.0,35.0,83.7,28.9,62.5,5.1,14.2,20.9,30.1,13.2,27.7,40.9,15.5,7.2,2.9,11.3,19.7,46.3,35.5,69.2,8.5,-1.9,-4.0,28,1.0,50.0,331.0,10.0,19.0,14.0
2011,0.0,1242,1228,38.0,81.2,29.3,57.7,7.1,18.7,15.4,22.7,11.8,27.0,38.8,17.7,7.8,4.0,13.3,17.5,50.8,38.2,67.9,19.8,6.5,13.3,32,9.0,2.0,47.0,2.0,35.0,3.0,38.0,74.1,24.3,67.2,4.6,31.5,11.9,30.3,9.3,21.9,31.8,11.2,4.2,1.8,16.9,14.0,42.2,31.5,62.2,12.5,6.1,6.4,30,7.0,28.0,3.0,10.0,20.0,14.0
2010,0.0,1293,1435,36.0,76.5,27.2,54.5,6.3,16.6,15.9,22.8,12.2,24.4,36.6,15.4,9.6,5.4,14.6,17.2,49.9,37.7,69.5,10.9,6.3,4.6,37,1.0,49.0,254.0,2.0,31.0,5.0,33.0,76.9,26.0,55.4,6.2,16.7,18.7,25.9,10.9,25.3,36.3,13.2,5.7,5.2,13.6,19.1,47.0,36.8,72.1,12.7,3.4,9.2,27,7.0,26.0,50.0,4.0,24.0,9.0
2010,0.0,1246,1448,37.0,79.4,28.1,58.6,6.1,18.4,17.1,25.6,14.5,27.3,41.8,15.1,7.2,7.2,14.5,16.9,47.9,33.3,66.9,17.2,5.5,11.7,27,12.0,3.0,57.0,2.0,35.0,3.0,39.0,75.0,25.1,73.1,4.7,35.4,9.5,29.7,8.9,20.7,31.7,12.1,4.9,1.9,17.9,13.9,41.7,32.1,60.9,9.6,0.5,-2.7,36,6.0,33.0,7.0,6.0,20.0,11.0
2008,0.0,1373,1435,34.0,76.9,27.3,60.5,7.0,18.4,15.2,22.1,11.5,22.3,33.8,14.4,9.4,3.5,11.3,15.4,45.1,38.2,68.9,8.3,-1.6,0.4,28,1.0,50.0,194.0,11.0,18.0,15.0,34.0,80.0,27.3,58.7,8.9,22.4,16.5,22.5,10.6,24.6,35.2,17.8,6.1,3.5,14.5,18.2,46.5,39.9,73.5,8.4,-1.6,10.0,27,4.0,26.0,81.0,5.0,26.0,8.0
2014,0.0,1163,1196,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,12.7,8.5,4.3,43,12.0,8.0,27.0,6.0,31.0,8.0,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,19.2,14.0,5.2,27,13.0,1.0,16.0,3.0,36.0,3.0
2011,0.0,1421,1114,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2013,0.0,1332,1387,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,8.8,2.4,6.4,38,4.0,28.0,76.0,4.0,28.0,9.0,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,10.7,8.8,1.9,31,7.0,23.0,96.0,2.0,28.0,7.0
2015,0.0,1153,1345,39.0,72.8,24.1,69.1,4.8,35.9,12.2,25.8,7.5,21.2,30.8,12.1,4.7,1.7,15.0,14.2,40.0,31.7,64.7,8.7,11.0,-2.3,43,4.0,46.0,80.0,4.0,23.0,11.0,39.0,72.8,24.1,69.1,4.8,35.9,12.2,25.8,7.5,21.2,30.8,12.1,4.7,1.7,15.0,14.2,40.0,31.7,64.7,9.9,5.3,4.6,30,8.0,38.0,30.0,9.0,21.0,13.0
2013,0.0,1235,1323,35.0,79.4,27.5,60.3,9.9,26.4,14.5,19.9,12.1,26.3,38.3,16.0,6.4,2.8,13.1,16.9,45.6,37.4,73.1,11.3,-1.3,12.6,32,7.0,39.0,27.0,10.0,23.0,12.0,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,10.7,4.6,6.1,29,6.0,22.0,21.0,7.0,25.0,10.0
